0;0;0;1;6.924193;{};[]
0;0;0;1;2.813249;{};[]
0;0;0;1;2.377602;{};[]
0;0;0;1;2.377529;{};[]
0;0;0;1;2.947322;{};[]
0;0;0;1;2.903669;{};[]
0;0;0;1;2.348758;{};[]
0;0;0;1;2.875029;{};[]
0;0;0;1;2.827581;{};[]
0;0;0;1;3.226783;{};[]
0;0;0;1;2.360812;{};[]
0;0;0;1;2.951336;{};[]
0;0;0;1;2.347477;{};[]
0;0;0;1;3.13725;{};[]
0;0;0;1;3.138294;{};[]
0;0;0;1;2.360167;{};[]
0;0;0;1;3.13729;{};[]
0;0;0;1;2.907841;{};[]
0;0;0;1;2.996596;{};[]
0;0;0;1;3.228711;{};[]
0;0;0;1;3.416314;{};[]
0;0;0;1;2.981585;{};[]
0;0;0;1;2.858894;{};[]
0;0;0;1;2.739087;{};[]
0;0;0;1;3.137271;{};[]
0;0;0;1;3.043698;{};[]
0;0;0;1;2.379526;{};[]
0;0;0;1;3.091115;{};[]
0;0;0;1;3.402059;{};[]
0;0;0;1;3.306357;{};[]
0;0;0;1;2.348393;{};[]
0;0;0;1;3.198613;{};[]
0;0;0;1;3.042966;{};[]
0;0;0;1;3.091286;{};[]
0;0;0;1;3.167129;{};[]
0;0;0;1;2.920888;{};[]
0;0;0;1;2.967242;{};[]
0;0;0;1;2.99752;{};[]
0;0;0;1;2.473891;{};[]
0;0;0;1;2.716859;{};[]
0;0;0;1;2.981934;{};[]
0;0;0;1;2.656303;{};[]
0;0;0;1;2.919887;{};[]
0;0;0;1;2.95498;{};[]
0;0;0;1;2.31893;{};[]
0;0;0;1;2.361865;{};[]
0;0;0;1;2.921655;{};[]
0;0;0;1;2.812603;{};[]
0;0;0;1;2.378187;{};[]
0;0;0;1;2.73132;{};[]
0;0;0;1;3.060432;{};[]
0;0;0;1;2.889988;{};[]
0;0;0;1;3.105126;{};[]
0;0;0;1;2.345012;{};[]
0;0;0;1;2.855543;{};[]
0;0;0;1;2.903615;{};[]
0;0;0;1;2.887377;{};[]
0;0;0;1;2.845768;{};[]
0;0;0;1;3.013007;{};[]
0;0;0;1;2.36269;{};[]
0;0;0;1;3.012128;{};[]
0;0;0;1;2.36157;{};[]
0;0;0;1;2.376009;{};[]
0;0;0;1;2.889882;{};[]
0;0;0;1;2.903424;{};[]
0;0;0;1;3.120863;{};[]
0;0;0;1;2.377186;{};[]
0;0;0;1;3.077148;{};[]
0;0;0;1;2.393336;{};[]
0;0;0;1;2.966879;{};[]
0;0;0;1;2.950176;{};[]
0;0;0;1;3.136196;{};[]
0;0;0;1;2.923388;{};[]
0;0;0;1;2.345494;{};[]
0;0;0;1;2.966088;{};[]
0;0;0;1;3.079303;{};[]
0;0;0;1;3.015008;{};[]
0;0;0;1;2.825307;{};[]
0;0;0;1;2.375843;{};[]
0;0;0;1;3.060762;{};[]
0;0;0;1;3.106668;{};[]
0;0;0;1;2.817187;{};[]
0;0;0;1;2.379474;{};[]
0;0;0;1;2.815242;{};[]
0;0;0;1;2.516029;{};[]
0;0;0;1;2.796005;{};[]
0;0;0;1;2.887873;{};[]
0;0;0;1;2.935568;{};[]
0;0;0;1;2.96806;{};[]
0;0;0;1;3.0731;{};[]
0;0;0;1;2.855271;{};[]
0.0;0;1;0;2.451436;{'type': 'object'};[]
0;0;0;1;2.933498;{};[]
0;0;0;1;2.874305;{};[]
0;0;0;1;2.781004;{};[]
0;0;0;1;2.87346;{};[]
0;0;0;1;2.809959;{};[]
0;0;0;1;2.887795;{};[]
0;0;0;1;2.346205;{};[]
0;0;0;1;2.375986;{};[]
0;0;0;1;2.986361;{};[]
0;0;0;1;3.024563;{};[]
0;0;0;1;2.859505;{};[]
