4.942652;1
5.670844;1
5.114092;1
5.004687;1
11.6922;1
4.616806;1
6.401029;1
4.430556;1
4.105675;1
44.775549;0
4.709428;1
4.896569;1
4.446726;1
5.362393;1
4.275934;1
5.238165;1
5.53196;1
6.04433;0
4.741058;1
5.702679;0
4.741333;1
6.292325;1
4.895461;1
6.618413;2
4.819045;1
4.646197;1
5.524498;1
5.384501;1
7.431002;1
6.035005;1
5.849006;1
5.075001;1
5.881003;2
7.570059;1
5.910726;1
6.904219;1
7.618165;1
5.398859;1
5.322724;1
4.704249;1
4.858203;1
7.383669;1
6.005839;1
13.008549;1
5.555763;1
7.52466;1
4.858363;1
4.81126;1
5.447305;1
6.205362;1
6.05021;1
5.431655;1
5.680228;1
6.96541;1
5.603319;1
6.068606;1
5.634037;1
5.367777;1
5.663756;1
4.37896;1
7.725962;1
5.880128;1
6.593752;1
4.609267;1
5.523715;0
7.369948;1
5.044501;1
4.966287;1
5.94189;1
4.56356;1
6.592956;0
4.889305;1
6.531806;2
7.353409;0
5.847463;1
4.500301;1
4.57767;1
6.065683;1
5.242633;1
5.757792;1
6.066563;1
5.259092;1
7.133877;1
4.918383;1
6.342443;1
98.675057;1
5.03064;1
6.503323;1
5.867744;1
5.867213;1
5.372688;1
5.37057;1
4.443313;1
6.34688;1
4.427557;1
5.868486;1
7.773565;1
4.441695;1
4.580303;1
4.750689;1
