0.0;0;0;1;24.380696;{};['type']
0.0;0;0;1;20.598474;{};['type']
0.0;0;0;1;20.610436;{};['type']
0.0;0;0;1;21.133556;{};['type']
0.0;0;0;1;21.238311;{};['type']
0.0;0;0;1;20.76235;{};['type']
0.0;0;0;1;20.719686;{};['type']
0.0;0;0;1;20.762734;{};['type']
0.0;0;0;1;21.659153;{};['type']
0.0;0;0;1;21.014916;{};['type']
0.0;0;0;1;21.073713;{};['type']
0.0;0;0;1;23.189316;{};['type']
0.0;0;0;1;20.896535;{};['type']
0.0;0;0;1;21.205788;{};['type']
0.0;0;0;1;20.867191;{};['type']
0.0;0;0;1;21.348629;{};['type']
0;0;0;1;20.922131;{};[]
0.0;0;0;1;20.145902;{};['type']
0.0;0;0;1;21.216859;{};['type']
0.0;0;0;1;21.127693;{};['type']
0.0;0;0;1;20.732219;{};['type']
0.0;0;0;1;20.961422;{};['type']
0.0;0;0;1;20.957162;{};['type']
0.0;0;0;1;20.725126;{};['type']
0.0;0;0;1;20.952341;{};['type']
0.0;0;0;1;20.763346;{};['type']
0.0;0;0;1;20.51211;{};['type']
0.0;0;0;1;20.797631;{};['type']
0.0;0;0;1;21.494856;{};['type']
0.0;0;0;1;20.798815;{};['type']
0.0;0;0;1;20.596399;{};['type']
0.0;0;0;1;21.023999;{};['type']
0.0;0;0;1;21.195602;{};['type']
0.0;0;0;1;21.593977;{};['type']
0.0;0;0;1;21.307645;{};['type']
0.0;0;0;1;20.955776;{};['type']
0.0;0;0;1;20.73687;{};['type']
0.0;0;0;1;20.930126;{};['type']
0.0;0;0;1;21.132691;{};['type']
0.0;0;0;1;20.895529;{};['type']
0.0;0;0;1;20.83857;{};['type']
0.0;0;0;1;20.889465;{};['type']
0.0;0;0;1;21.166389;{};['type']
0;0;0;1;21.637654;{};[]
0.0;0;0;1;20.673246;{};['type']
0.0;0;0;1;20.768323;{};['type']
0.0;0;0;1;21.086813;{};['type']
0.0;0;0;1;20.805616;{};['type']
0;0;0;1;20.966363;{};[]
0.0;0;0;1;21.123915;{};['type']
0;0;0;1;22.629275;{};[]
0.0;0;0;1;20.955057;{};['type']
0.0;0;0;1;20.590184;{};['type']
0.0;0;0;1;22.481893;{};['type']
0.0;0;0;1;20.712556;{};['type']
0.0;0;0;1;20.471195;{};['type']
0.0;0;0;1;21.031473;{};['type']
0.0;0;0;1;20.522478;{};['type']
0.0;0;0;1;20.747993;{};['type']
0.0;0;0;1;20.521774;{};['type']
0.0;0;0;1;20.71062;{};['type']
0.0;0;0;1;20.780118;{};['type']
0.0;0;0;1;20.703273;{};['type']
0.0;0;0;1;20.940766;{};['type']
0.0;0;0;1;20.810343;{};['type']
0.0;0;0;1;20.281636;{};['type']
0.0;0;0;1;20.112206;{};['type']
0.0;0;0;1;20.183339;{};['type']
0.0;0;0;1;20.992341;{};['type']
0.0;0;0;1;21.10613;{};['type']
0.0;0;0;1;20.888448;{};['type']
0.0;0;0;1;20.9197;{};['type']
0.0;0;0;1;21.596841;{};['type']
0.0;0;0;1;20.865808;{};['type']
0.0;0;0;1;21.087623;{};['type']
0.0;0;0;1;20.588191;{};['type']
0.0;0;0;1;21.079839;{};['type']
0.0;0;0;1;20.572936;{};['type']
0.0;0;0;1;20.865126;{};['type']
0.0;0;0;1;20.417662;{};['type']
0.0;0;0;1;20.663247;{};['type']
0.0;0;0;1;20.552728;{};['type']
0.0;0;0;1;20.838306;{};['type']
0.0;0;0;1;20.495029;{};['type']
0.0;0;0;1;20.993708;{};['type']
0.0;0;0;1;20.929569;{};['type']
0.0;0;0;1;20.635851;{};['type']
0.0;0;0;1;20.961787;{};['type']
0.0;0;0;1;20.6669;{};['type']
0.0;0;0;1;20.888551;{};['type']
0.0;0;0;1;21.027438;{};['type']
0.0;0;0;1;20.747972;{};['type']
0.0;0;0;1;20.482216;{};['type']
0.0;0;0;1;20.779853;{};['type']
0.0;0;0;1;20.904899;{};['type']
0.0;0;0;1;20.538845;{};['type']
0.0;0;0;1;20.626473;{};['type']
0.0;0;0;1;20.777337;{};['type']
0.0;0;0;1;20.315087;{};['type']
0.0;0;0;1;20.770721;{};['type']
0.0;0;0;1;22.883965;{};['type']
0.0;0;0;1;20.344711;{};['type']
0.0;0;0;1;20.476285;{};['type']
