0.333061;0
0.05452;0
0.055579;0
0.056061;0
0.04909;0
0.054519;0
0.054537;0
0.05551;0
0.054901;0
0.055048;0
0.055046;0
0.02501;0
0.055059;0
0.055554;0
0.056001;0
0.055555;0
0.055055;0
0.054549;0
0.055047;0
0.055045;0
0.055045;0
0.055077;0
0.054722;0
0.055545;0
0.054517;0
0.055254;0
0.056055;0
0.056533;0
0.025003;0
0.054548;0
0.055532;0
0.055577;0
0.056056;0
0.055763;0
0.055548;0
0.055415;0
0.056066;0
0.055476;0
0.055631;0
0.056039;0
0.055459;0
0.02501;0
0.055041;0
0.055051;0
0.055543;0
0.055063;0
0.025009;0
0.025962;0
0.055038;0
0.055052;0
0.056054;0
0.054561;0
0.055544;0
0.025502;0
0.055044;0
0.05556;0
0.055546;0
0.056073;0
0.05507;0
0.05554;0
0.055558;0
0.055047;0
0.05552;0
0.024502;0
0.054558;0
0.055558;0
0.056549;0
0.055535;0
0.055063;0
0.055553;0
0.05606;0
0.055885;0
0.055072;0
0.055078;0
0.05606;0
0.055712;0
0.055572;0
0.05606;0
0.054548;0
0.055543;0
0.055065;0
0.024002;0
0.055048;0
0.056063;0
0.056054;0
0.055562;0
0.055011;0
0.055048;0
0.054538;0
0.05588;0
0.056084;0
0.055545;0
0.056042;0
0.056065;0
0.055045;0
0.055448;0
0.055337;0
0.055046;0
0.025005;0
0.055038;0
